,키워드,품사,textrank
0,대학,NNG,90.70958880596459
1,학생,NNG,45.72755829510684
2,학우,NNG,42.02439209367495
3,진행,NNG,29.02649332031983
4,학교,NNG,20.553834223536
5,학기,NNG,18.27006954013345
6,기자,NNG,17.933826301626304
7,지원,NNG,17.188975714553585
8,말,NNG,16.199369580012036
9,전공,NNG,15.943195350768951
10,교육,NNG,15.9103977953427
11,학과,NNG,15.87188431213517
12,장애,NNG,14.640643331532898
13,경우,NNG,13.400951939567873
14,교수,NNG,13.206174585953903
15,신청,NNG,13.119385093230786
16,팀,NNG,12.74391821343865
17,동아리,NNG,12.709081789346186
18,이번,NNG,12.682045155960482
19,사진,NNG,12.208050868363625
20,사업,NNG,12.196685402313577
21,프로그램,NNG,11.692846397780908
22,평가,NNG,11.377043654716083
23,행사,NNG,11.252847700407099
24,참여,NNG,10.948641541441448
25,기숙사,NNG,10.773520266560006
26,회장,NNG,10.717477815080873
27,위원회,NNG,10.553141096654706
28,운영,NNG,10.470347952066128
29,전,NNG,10.358786916349219
