,키워드,품사,textrank
0,대학,NNG,22.261659241421256
1,부산대,NNP,17.83655530577376
2,협력,NNG,11.541433985233644
3,교수,NNG,11.369511866220112
4,연구,NNG,11.256320025608332
5,부산,NNP,11.182504519837806
6,기술,NNG,10.736724201385844
7,분야,NNG,10.627895400889729
8,사업,NNG,9.2949193545632
9,교육,NNG,8.689641804362052
10,지역,NNG,8.63753877921188
11,산업,NNG,7.347837103334861
12,과학,NNG,7.339591862326637
13,공동,NNG,6.65315567321995
14,발전,NNG,6.541216856854891
15,총장,NNG,6.465196843030963
16,이번,NNG,6.1644709140607095
17,교류,NNG,5.435196142035527
18,한국,NNP,5.266430753233304
19,국제,NNG,5.162638730760045
20,지원,NNG,4.9545308963681345
21,구축,NNG,4.910179508348357
22,사회,NNG,4.803022364410844
23,양성,NNG,4.7475791857522065
24,기관,NNG,4.733135923590373
25,개발,NNG,4.695083773591948
26,학생,NNG,4.636672555551728
27,바이오,NNP,4.2642113279354
28,혁신,NNG,4.201846689063761
29,행사,NNG,4.180421299121311
