,키워드,품사,textrank
0,학생,NNG,52.201353061105536
1,진행,NNG,43.86505585122018
2,교수,NNG,33.764514627772485
3,세종,NNP,32.58533320405372
4,대학,NNG,24.600445135141438
5,교육,NNG,20.4265902201079
6,이번,NNG,19.575829351631427
7,전공,NNG,18.960227286250095
8,팀,NNG,17.525372627244003
9,프로그램,NNG,17.387171268068204
10,지원,NNG,16.282990568790442
11,특강,NNG,16.002278572272875
12,수업,NNG,14.448799783581642
13,과정,NNG,14.368602907564776
14,참여,NNG,13.971116667373883
15,내용,NNG,13.04147597368897
16,신청,NNG,12.671783579512288
17,학습,NNG,12.630727956334221
18,대상,NNG,12.385064080481147
19,평가,NNG,12.259501148684198
20,발표,NNG,11.221153224146923
21,센터,NNG,11.04113539488778
22,주제,NNG,10.911676691863724
23,대학교,NNG,10.618738410991106
24,모집,NNG,10.184507155656844
25,말,NNG,9.909584770604384
26,활동,NNG,9.834426000024271
27,학과,NNG,9.561392078234896
28,종대,NNG,8.954443178931763
29,연구,NNG,8.946234544060887
