,키워드,품사,textrank
0,대학,NNG,14.310585963120399
1,서울,NNP,12.325261621766463
2,시립,NNG,11.137306366227152
3,대학교,NNG,9.469963638471011
4,학생,NNG,9.071323513155768
5,봉사,NNG,8.586135618391127
6,활동,NNG,8.458366278603311
7,교육,NNG,8.25473960880332
8,교류,NNG,8.041436776235585
9,도시,NNG,7.7998549232748005
10,국제,NNG,7.5954844822741405
11,협력,NNG,6.84995809673173
12,총장,NNG,6.4446165579332675
13,프로그램,NNG,6.105698698347862
14,지역,NNG,5.629474035140544
15,해외,NNG,5.563765855385301
16,한국,NNP,5.0551320201171
17,사회,NNG,4.9747059211328
18,진행,NNG,3.634745667592631
19,대학원,NNG,3.4713242871670924
20,참여,NNG,3.461347816485401
21,과학,NNG,3.4574364806302453
22,연구,NNG,3.4080271688493693
23,의료,NNG,3.302755102973308
24,이번,NNG,3.2127638974208663
25,보건,NNG,3.1856453712552626
26,현지,NNG,3.1674019047707174
27,글로벌,NNG,3.1421809464395176
28,개발,NNG,3.1187598122566595
29,체결,NNG,2.9928220250527175
