,키워드,품사,textrank
0,서울,NNP,50.35058083435
1,시립,NNG,38.04381468952854
2,도시,NNG,33.77005742346882
3,대학교,NNG,31.41721640324871
4,학생,NNG,28.430970204111173
5,대학,NNG,27.51173483748064
6,교수,NNG,18.57239604488229
7,지원,NNG,18.49805412050278
8,연구,NNG,18.27804811616059
9,사업,NNG,17.161805513953535
10,교육,NNG,16.98413003370215
11,창업,NNG,16.062431044155012
12,팀,NNG,15.253117927265478
13,기술,NNG,14.633148105291628
14,분야,NNG,13.13517678818345
15,사회,NNG,13.022125326398244
16,대회,NNG,11.944539573175852
17,진행,NNG,11.677824181524848
18,개발,NNG,11.588354103887449
19,이번,NNG,11.57682300205649
20,과학,NNG,10.85706957690697
21,프로그램,NNG,10.763346449663125
22,공학,NNG,10.63536437161953
23,총장,NNG,10.341399382308722
24,센터,NNG,9.870175639099006
25,국제,NNG,9.85512381268584
26,산업,NNG,9.60492320283712
27,참여,NNG,9.491071391234769
28,운영,NNG,9.393082964604325
29,과정,NNG,9.28697645556588
