,키워드,품사,textrank
0,대학,NNG,42.98195779887517
1,학생,NNG,31.888427156275796
2,선거,NNG,24.136025931035732
3,진행,NNG,20.02589448793767
4,학우,NNG,19.58998411434442
5,후보,NNG,16.23327080530541
6,총학생회,NNG,15.111519592536023
7,위원회,NNG,14.99524458488171
8,회장,NNG,14.16733865952956
9,학생회,NNG,12.042191750163592
10,학교,NNG,11.096299051167989
11,교수,NNG,10.928796613754367
12,중앙,NNG,10.44473892612125
13,기자,NNG,10.16359120465894
14,단과,NNG,9.800020633465852
15,투표,NNG,9.743382385882313
16,동아리,NNG,9.612388160508186
17,대회,NNG,9.523979705354467
18,본부,NNG,9.096909534092482
19,당선,NNG,8.791408507384471
20,사업,NNG,8.488724970949857
21,논의,NNG,8.389766241050275
22,위원장,NNG,8.249691363088338
23,운영,NNG,8.036851215099295
24,이번,NNG,8.015599920866633
25,학기,NNG,7.887720446618489
26,사회,NNG,7.780776046931265
27,징계,NNG,7.722590297706021
28,기구,NNG,7.71151207864193
29,공약,NNG,7.705646846002281
