,키워드,품사,textrank
0,부산대,NNP,55.21063691091039
1,연구,NNG,49.617374207241554
2,교수,NNG,48.84961507218884
3,대학,NNG,43.91646882604804
4,교육,NNG,39.92493654707612
5,학생,NNG,30.298300430426146
6,지원,NNG,25.516272624294785
7,사업,NNG,24.99811113738464
8,과학,NNG,21.845719854152385
9,선정,NNG,20.171887797595197
10,지역,NNG,19.72980907916385
11,기술,NNG,19.023210011313864
12,사회,NNG,18.80340493477751
13,부산,NNP,18.375365111930325
14,분야,NNG,17.560493291593186
15,우수,NNG,17.35994431430809
16,한국,NNP,17.040921621583223
17,과정,NNG,15.916933059261874
18,이번,NNG,15.127569478274902
19,개발,NNG,15.10092298758316
20,개최,NNG,13.392110132051972
21,올해,NNG,12.845652603167977
22,공학,NNG,12.777476887148694
23,학회,NNG,12.48674827656653
24,발전,NNG,11.776076517311001
25,센터,NNG,11.358724797424712
26,의학,NNG,10.906250490526775
27,팀,NNG,10.785932615699677
28,프로그램,NNG,10.395233660438771
29,수상,NNG,10.169551212875469
