,키워드,품사,textrank
0,전북,NNP,27.65664909883475
1,대학,NNG,21.2645105918578
2,교수,NNG,20.42947659788035
3,지역,NNG,14.170868968630211
4,학생,NNG,14.039368835891349
5,사회,NNG,12.031399012248647
6,연구,NNG,11.164366322408275
7,도박,NNG,9.767958910435375
8,변호사,NNG,8.9827647572473
9,한국,NNP,8.869698244542404
10,문제,NNG,8.75651205359181
11,법,NNG,8.704302160714963
12,센터,NNG,8.688855867908071
13,교육,NNG,8.609911143649862
14,협력,NNG,8.24004494476794
15,지원,NNG,7.765567438760446
16,발전,NNG,7.143923054287143
17,대학교,NNG,7.11115244868076
18,총장,NNG,6.682576804018832
19,대학원,NNG,6.469605067958692
20,이번,NNG,6.36608853330652
21,공공,NNG,6.1449335705407275
22,활동,NNG,5.997874655623954
23,동문,NNG,5.647442824601649
24,관리,NNG,5.598638099208413
25,외교,NNG,5.55397110646798
26,대표,NNG,5.521068982817451
27,운영,NNG,5.459354786435458
28,북대,NNG,5.334462437095755
29,평가,NNG,5.207639512756847
