,키워드,품사,textrank
0,대학,NNG,43.81526849720038
1,충남,NNP,28.363905953094864
2,교육,NNG,23.990889497469915
3,교수,NNG,22.828347885783405
4,법률,NNG,22.189918899054415
5,지역,NNG,21.356673721545636
6,센터,NNG,20.698367399045686
7,이번,NNG,12.07508486920647
8,학생,NNG,11.91447866126964
9,행,NNG,11.170857029941386
10,대학교,NNG,10.364462176931942
11,연구,NNG,9.640087338566373
12,참여,NNG,9.410586920401249
13,법,NNG,9.324576563654059
14,발전,NNG,9.308177468830817
15,인권,NNG,9.004188857512128
16,개최,NNG,8.432994086097134
17,총장,NNG,8.359939929731214
18,주제,NNG,8.196362098420147
19,전문,NNG,8.07403838032173
20,기부,NNG,7.871983593725315
21,활동,NNG,7.684805284264117
22,회장,NNG,7.396335286350388
23,회,NNG,7.388177726619724
24,미래,NNG,7.007307723638502
25,시민,NNG,6.997330573789492
26,대전,NNP,6.962212222803859
27,세계,NNG,6.813695780262322
28,과학,NNG,6.454106723638454
29,변호,NNG,6.451302988966318
