,키워드,품사,textrank
0,전남,NNP,78.64819809931375
1,대학,NNG,70.37372610397257
2,남대,NNG,55.313243073998954
3,대학교,NNG,48.49451172255942
4,교육,NNG,38.91087532519567
5,학생,NNG,38.7989469634658
6,교수,NNG,34.578448831214445
7,연구,NNG,29.656882984650924
8,지역,NNG,28.549003913917133
9,지원,NNG,27.44503917312286
10,총장,NNG,26.534989635239096
11,광주,NNP,23.525880509339455
12,사업,NNG,18.614455215760472
13,말,NNG,15.813900499856333
14,사회,NNG,14.94153992251391
15,기부,NNG,13.514118832438406
16,선정,NNG,13.24421797590876
17,운영,NNG,12.383343990024798
18,평가,NNG,12.201049013197542
19,혁신,NNG,12.12425699467146
20,기술,NNG,11.83444224640389
21,진행,NNG,11.364866058629739
22,개발,NNG,11.317510828144869
23,센터,NNG,11.271489303964943
24,캠퍼스,NNG,11.17494456128438
25,문,NNG,10.999729017554694
26,문화,NNG,10.987944168181206
27,정병석,NNP,10.800164132735768
28,코로나,NNP,10.676535892209598
29,대표,NNG,10.652312216340656
