,키워드,품사,textrank
0,대학,NNG,21.929687363163286
1,학생,NNG,9.346223677660593
2,프로그램,NNG,6.142850007766455
3,학우,NNG,4.872444177178688
4,교류,NNG,4.434834893732764
5,총장,NNG,3.934735681167462
6,국제,NNG,3.9229384057009278
7,교환,NNG,3.7877826125947274
8,교육,NNG,3.749174323657715
9,기관,NNG,3.7171784614905787
10,진행,NNG,3.6676953536592456
11,아시아,NNP,3.4703191302603846
12,학기,NNG,3.406384567315772
13,협력,NNG,3.3536613490303857
14,학점,NNG,3.2396613551640066
15,사업,NNG,3.2319707791128245
16,홍보,NNG,3.2292044437953966
17,지원,NNG,3.1344572486206053
18,학교,NNG,2.8734556236412936
19,회장,NNG,2.685470345378454
20,문화,NNG,2.671126891083101
21,이번,NNG,2.4539834703949497
22,교수,NNG,2.453964969405567
23,연계,NNG,2.41763569172601
24,정보,NNG,2.3746134787303323
25,전,NNG,2.260328481123967
26,참여,NNG,2.1849075541018954
27,해외,NNG,2.175335318443218
28,창업,NNG,2.1698889565319397
29,탐방,NNG,2.167976240478566
