,키워드,품사,textrank
0,연구,NNG,68.76895483017945
1,학생,NNG,66.64681680989335
2,교수,NNG,66.17597388952561
3,대학,NNG,58.88825446554148
4,기술,NNG,52.6455889464999
5,학교,NNG,51.32922421056252
6,사업,NNG,36.19288523020826
7,팀,NNG,36.149980506839526
8,이번,NNG,31.102963005884725
9,분야,NNG,30.00109368296864
10,공학,NNG,28.823512187424257
11,논문,NNG,28.734669299735163
12,지원,NNG,28.108456090093128
13,개발,NNG,27.112376980073265
14,교육,NNG,26.05717447383962
15,학과,NNG,22.429847277442697
16,협력,NNG,21.69493021839201
17,참여,NNG,21.602197665171893
18,대회,NNG,21.18943132819091
19,진행,NNG,20.755777733554492
20,산업,NNG,19.70607880346889
21,대학원,NNG,19.11376081502216
22,정보,NNG,19.028355015095297
23,한국,NNP,18.608390128586965
24,에너지,NNG,18.168912377150026
25,수상,NNG,18.025356345643658
26,우수,NNG,17.991806297108436
27,기업,NNG,17.834083754965697
28,선정,NNG,17.28493468994128
29,활용,NNG,17.07794295441763
