,키워드,품사,textrank
0,대학,NNG,55.213907688240255
1,교육,NNG,48.85040538310515
2,충남,NNP,47.377441596294815
3,교수,NNG,45.040488634643935
4,연구,NNG,37.80614385815587
5,학생,NNG,36.522904196819695
6,지역,NNG,30.42734736775231
7,지원,NNG,23.688880113136182
8,이번,NNG,21.836669747638584
9,기술,NNG,19.251320742812666
10,과학,NNG,18.406542331600523
11,기부,NNG,18.09218235413056
12,업,NNG,17.582176082560167
13,과정,NNG,16.97013329080133
14,개발,NNG,15.96430634658196
15,개최,NNG,15.23901566512204
16,행,NNG,15.03682632439251
17,분야,NNG,13.628548447511603
18,우수,NNG,13.484662308277045
19,양성,NNG,13.338400401496344
20,참여,NNG,13.244976641083417
21,한국,NNP,12.753281994642787
22,운영,NNG,12.534459572737276
23,팀,NNG,12.324568590810708
24,한편,NNG,12.059740824235627
25,대표,NNG,11.972351193969406
26,센터,NNG,11.78265367703337
27,대학교,NNG,11.582310687640375
28,대,NNG,11.508656896318772
29,협력,NNG,10.96690625539519
