,키워드,품사,textrank
0,전북,NNP,70.42303175407646
1,연구,NNG,61.792923438953636
2,대학,NNG,61.34775781929106
3,학생,NNG,58.71428851839224
4,교수,NNG,54.13451176444314
5,사업,NNG,48.43535007403525
6,지역,NNG,46.54871936248907
7,교육,NNG,46.228761090449524
8,기술,NNG,46.022091190525316
9,지원,NNG,45.93264185966439
10,창업,NNG,41.17426181089294
11,기업,NNG,36.18254063606952
12,이번,NNG,31.96058258963474
13,개발,NNG,28.91658581329452
14,분야,NNG,27.972823098374363
15,산업,NNG,27.895288825763654
16,센터,NNG,26.56585673505104
17,북대,NNG,25.060611355092448
18,대학교,NNG,23.407255303927723
19,우수,NNG,23.3308206892371
20,진행,NNG,21.133207957763727
21,공학,NNG,20.72007854928734
22,참여,NNG,20.50037116817063
23,한국,NNP,20.020342355138915
24,협력,NNG,19.910716066306357
25,팀,NNG,19.82581817886136
26,사회,NNG,19.11601494279918
27,과정,NNG,18.53630224467237
28,프로그램,NNG,17.41134713645103
29,양성,NNG,17.369160789250177
