,키워드,품사,textrank
0,서울,NNP,31.287876096834193
1,학생,NNG,27.940832599263988
2,시립,NNG,24.89472278994522
3,대학,NNG,22.235170654763255
4,대학교,NNG,18.731347644352983
5,교육,NNG,16.92743218709261
6,교수,NNG,15.032538102412428
7,사회,NNG,11.227807137470096
8,활동,NNG,11.104009000169484
9,도시,NNG,10.956244746338442
10,총장,NNG,9.28839176176709
11,지원,NNG,9.179876194306733
12,지역,NNG,8.359947234949972
13,봉사,NNG,8.31517844793492
14,프로그램,NNG,8.272749041139672
15,진행,NNG,8.05966957212132
16,행사,NNG,7.550557362259334
17,학교,NNG,7.356081195800701
18,대회,NNG,7.2071305298801205
19,운영,NNG,7.0518135686590515
20,이번,NNG,6.8429086179328245
21,사업,NNG,6.662982375505953
22,연구,NNG,6.618965154961663
23,참여,NNG,6.511410142525521
24,서순탁,NNP,6.43888429498143
25,의료,NNG,6.421487329819984
26,국제,NNG,6.360239911790804
27,협력,NNG,6.355378857360109
28,팀,NNG,6.201640479324555
29,센터,NNG,6.119854878242534
