,키워드,품사,textrank
0,연구,NNG,29.88313458744269
1,교수,NNG,21.9584191220301
2,대학,NNG,18.790115734436636
3,충남,NNP,17.105284526623482
4,이번,NNG,13.92440607935098
5,과학,NNG,10.810834449210356
6,분야,NNG,10.481638687393238
7,기술,NNG,9.204516316086396
8,한국,NNP,9.177541827231456
9,지역,NNG,8.765483628333826
10,과정,NNG,8.58574063979271
11,환경,NNG,8.565207343537722
12,학술,NNG,8.546769322645646
13,논문,NNG,8.317531761688418
14,팀,NNG,8.203089120847594
15,학생,NNG,8.190026208273261
16,개발,NNG,8.114019728761937
17,공학,NNG,7.5444683484727015
18,활동,NNG,7.319293360920519
19,우수,NNG,7.249039257963161
20,화학,NNG,7.223171666011189
21,업,NNG,6.961536210973038
22,지원,NNG,6.324597812309889
23,학회,NNG,6.23681447563098
24,교육,NNG,6.193241884241023
25,탄소,NNG,5.721469912077571
26,소비자,NNG,5.6872638832119655
27,참여,NNG,5.6864046425354955
28,수상,NNG,5.608647058849897
29,발표,NNG,5.538757958901125
