,키워드,품사,textrank
0,학생,NNG,63.931683143783935
1,진행,NNG,57.60320926631733
2,세종,NNP,45.3506563792809
3,팀,NNG,45.193282684524135
4,지원,NNG,30.60677903745499
5,이번,NNG,29.533228401254078
6,교수,NNG,29.27898449327638
7,프로그램,NNG,27.60399619855695
8,대학,NNG,26.445289149123592
9,창업,NNG,21.968674392042896
10,대상,NNG,20.289505923544684
11,전공,NNG,18.776060775997657
12,참여,NNG,18.751961699910538
13,교육,NNG,17.229841711567072
14,발표,NNG,17.106754298713525
15,센터,NNG,17.1013748228654
16,행사,NNG,16.223644596410956
17,특강,NNG,16.100940264026203
18,내용,NNG,15.554828258093403
19,사업,NNG,15.45531905740081
20,신청,NNG,15.099027478165553
21,대학교,NNG,14.665634652341213
22,주제,NNG,14.51522421003245
23,취업,NNG,14.26766446918413
24,대회,NNG,13.632687993498394
25,말,NNG,12.956044656410917
26,과정,NNG,12.769047756034462
27,기업,NNG,12.533484195016761
28,학과,NNG,12.506605106402938
29,가능,NNG,11.939293804361522
