,키워드,품사,textrank
0,연구,NNG,35.90077031871952
1,교수,NNG,28.19352015656036
2,기술,NNG,19.976828635365194
3,환경,NNG,19.315924633373495
4,부산대,NNP,15.504722474095724
5,학생,NNG,14.679537165321271
6,과학,NNG,14.576600668334978
7,한국,NNP,13.217407495072766
8,이번,NNG,12.191332458133676
9,기후,NNG,11.983695914782473
10,개발,NNG,11.820772328570161
11,개최,NNG,11.604465777511251
12,수상,NNG,11.060636518224637
13,분야,NNG,11.02476937932046
14,공학,NNG,10.938994173498022
15,논문,NNG,10.716551461109008
16,사업,NNG,10.450024582804835
17,선정,NNG,10.358298290573051
18,과정,NNG,10.286646804472534
19,학회,NNG,9.725371062473698
20,학술,NNG,9.36661546957729
21,수소,NNG,9.21793166110693
22,해양,NNG,9.151070141451163
23,국제,NNG,8.567077110097902
24,대학,NNG,8.316831478579799
25,대회,NNG,8.295269527227735
26,발표,NNG,8.213978097963762
27,우수,NNG,8.007290869310523
28,학번,NNG,7.9787159720934255
29,팀,NNG,7.897502859554444
