,키워드,품사,textrank
0,세종,NNP,17.020359131947917
1,학생,NNG,11.641624882559974
2,진행,NNG,10.75844904876732
3,봉사,NNG,10.115237936672223
4,지원,NNG,6.908169972125507
5,활동,NNG,6.871170888741939
6,협력,NNG,5.767030761562685
7,팀,NNG,5.535579123848642
8,글로벌,NNG,5.468120429000258
9,대학,NNG,5.053634884728296
10,연구,NNG,4.993548921926892
11,선발,NNG,4.602968798518713
12,이번,NNG,4.576170760356989
13,모집,NNG,4.388557065688709
14,교류,NNG,4.322208876176069
15,대학교,NNG,4.181247603289419
16,분야,NNG,4.103340318607088
17,프로그램,NNG,4.042665933386337
18,기술,NNG,4.027874230660332
19,버디,NNG,3.778919850562725
20,행사,NNG,3.6845131012606327
21,국제,NNG,3.66726795644604
22,교육,NNG,3.617979203068347
23,총장,NNG,3.559236154123803
24,사단,NNG,3.4774356823003205
25,협약,NNG,3.2050517060735406
26,종대,NNG,2.9974673466358426
27,재학,NNG,2.9291867845669426
28,면접,NNG,2.9264520400632956
29,영화,NNG,2.919712348029227
