,키워드,품사,textrank
0,연구,NNG,32.47946236720949
1,교수,NNG,27.523152480459554
2,기술,NNG,19.25561939681532
3,공학,NNG,18.04998833669161
4,수소,NNG,16.390663386370996
5,학생,NNG,15.786575900071629
6,팀,NNG,13.961346285711299
7,학교,NNG,13.144318194803063
8,논문,NNG,12.224962684456653
9,개발,NNG,11.027667235745424
10,대표,NNG,10.598336900773672
11,이번,NNG,10.334855019858495
12,환경,NNG,10.069294718473508
13,대학,NNG,9.911989201762738
14,에너지,NNG,9.465042147220558
15,소재,NNG,8.992305882244812
16,화학,NNG,8.657962943724604
17,참여,NNG,8.375418394507806
18,분야,NNG,8.345944715542197
19,활용,NNG,7.9355122348585425
20,산업,NNG,7.73818546756224
21,탄소,NNG,7.120339864964249
22,사업,NNG,6.761144987268604
23,이용,NNG,6.6797230073110425
24,시스템,NNG,6.642329204486329
25,생산,NNG,6.631781464855221
26,동문,NNG,6.377458609858843
27,기부,NNG,6.317293580962565
28,구조,NNG,6.243662250248303
29,대학원,NNG,6.185712282810544
