,키워드,품사,textrank
0,대학,NNG,20.36338551951185
1,학생,NNG,10.877380920717508
2,학우,NNG,9.870107629285055
3,기자,NNG,9.377327772717457
4,진행,NNG,8.611892774771876
5,학교,NNG,6.083135832481461
6,문,NNG,5.638088903901141
7,교지,NNG,5.632043134062271
8,사진,NNG,5.0064128683682885
9,병원,NNG,4.997968022911193
10,기숙사,NNG,4.643106082399802
11,동물,NNG,4.6256847538279775
12,일감,NNG,4.4635836074817075
13,수,NNG,4.369734610236641
14,운영,NNG,4.350366016219452
15,환경,NNG,4.340638609289058
16,회장,NNG,4.229887086514176
17,교수,NNG,4.031481971882012
18,공간,NNG,3.9701351534246636
19,실험,NNG,3.96980280583767
20,진료,NNG,3.9644595494945976
21,앞,NNG,3.9443938074509384
22,문제,NNG,3.922086660006582
23,하우스,NNP,3.9033495457592817
24,학기,NNG,3.7994625485734135
25,시설,NNG,3.774583060743387
26,교육,NNG,3.6911141616036933
27,경우,NNG,3.5371923954927835
28,대회,NNG,3.497607552073281
29,예정,NNG,3.405320993229374
