,키워드,품사,textrank
0,대학,NNG,30.89700497864142
1,한국,NNP,27.244133214348672
2,학생,NNG,23.721846690735006
3,국제,NNG,17.178628643477968
4,외대,NNG,15.775663904874207
5,진행,NNG,14.003087929817259
6,교류,NNG,13.528676681696501
7,행사,NNG,12.561585579045675
8,협력,NNG,12.094877148187095
9,이번,NNG,11.87436391607057
10,캠퍼스,NNG,10.68327349417336
11,대사,NNG,10.534537437308172
12,문화,NNG,10.34573986004934
13,교육,NNG,10.164930664309095
14,교수,NNG,10.082711098225788
15,글로벌,NNG,9.834722715190287
16,활동,NNG,9.633006025205141
17,참석,NNG,8.889795285080163
18,봉사,NNG,8.619036570170737
19,개최,NNG,8.084203219076771
20,총장,NNG,8.019335951586102
21,서울,NNP,7.4695048253092855
22,동문,NNG,7.311459657223269
23,학교,NNG,7.174367119721965
24,지역,NNG,7.07672326558892
25,학술,NNG,6.959479087862061
26,연구,NNG,6.715883969449661
27,대학교,NNG,6.628880575381047
28,방문,NNG,6.440169983563811
29,주한,NNG,6.288383176246874
