,키워드,품사,textrank
0,교수,NNG,18.307486268164293
1,학교,NNG,15.084287230430405
2,대학,NNG,13.410750144913226
3,연구,NNG,12.523546046099753
4,교육,NNG,11.740421664408395
5,학생,NNG,11.122516925017324
6,동문,NNG,10.142051299467164
7,통일,NNG,9.721534878121094
8,사회,NNG,8.963005591656303
9,총장,NNG,8.943715676219785
10,대학원,NNG,8.379410787117898
11,전문,NNG,8.057730134851177
12,센터,NNG,7.66846924094838
13,대표,NNG,6.94050504576237
14,한국,NNP,6.7256494888770835
15,법학,NNG,6.48421944429509
16,지원,NNG,6.178495703094365
17,학과,NNG,6.154709922063885
18,발전,NNG,6.097705896956419
19,정보,NNG,5.951291066430251
20,진행,NNG,5.696932121813369
21,이번,NNG,5.524311993915992
22,학회,NNG,5.477893634979435
23,지역,NNG,5.197957373426982
24,분석,NNG,5.0809098133168655
25,기부,NNG,5.078695579798935
26,국방,NNG,5.013939375630152
27,참여,NNG,4.892013068821849
28,팀,NNG,4.811302331109788
29,사업,NNG,4.79479819136043
