,키워드,품사,textrank
0,대학,NNG,72.478571017183
1,지역,NNG,44.15107536771846
2,교육,NNG,39.93681397224926
3,사업,NNG,37.18097242636038
4,이번,NNG,33.669003213931475
5,지원,NNG,30.697000502395586
6,학생,NNG,29.958062700782737
7,연구,NNG,26.056696196895636
8,협력,NNG,25.52652826081277
9,교수,NNG,24.504789019097508
10,강원,NNG,21.85663158730255
11,대학교,NNG,20.61955802613124
12,기술,NNG,20.452676235962404
13,센터,NNG,20.232052543459663
14,산업,NNG,18.193606867142183
15,프로그램,NNG,17.683000055028145
16,개발,NNG,17.59022431135447
17,사회,NNG,16.883038428708733
18,기업,NNG,16.338618492053257
19,기관,NNG,16.275987251353474
20,진행,NNG,15.579056943559358
21,창업,NNG,15.391697801575608
22,참여,NNG,14.918054926082137
23,팀,NNG,14.830060727163083
24,과정,NNG,14.814904112887604
25,양성,NNG,14.773500240257484
26,운영,NNG,14.7699077076074
27,앞,NNG,13.833672902281158
28,행사,NNG,13.756326410246434
29,강원도,NNP,13.356667825053938
