,키워드,품사,textrank
0,한양대,NNP,82.18097962356359
1,교수,NNG,77.85512141607114
2,대학,NNG,43.739024701428704
3,키워드,NNP,42.55968520330515
4,기술,NNG,42.162247360108864
5,연구,NNG,40.76427764597829
6,기사,NNG,39.96718450494616
7,한양,NNP,38.439729156266075
8,창업,NNG,37.72684033685341
9,팀,NNG,33.82883739582124
10,대학교,NNG,32.81354433301063
11,교육,NNG,32.026007032401424
12,관련,NNG,29.033546119661676
13,지원,NNG,28.012158900723794
14,진행,NNG,27.953365364611784
15,개발,NNG,27.184894697684662
16,사업,NNG,26.216419387666118
17,학생,NNG,25.502298613387083
18,한양,NNG,24.554580057238933
19,한국,NNP,23.976848032882927
20,공학,NNG,22.43959551607546
21,이번,NNG,22.197356483947967
22,기업,NNG,21.41176590582328
23,위키,NNP,19.66557809721935
24,산업,NNG,18.71842865209134
25,개최,NNG,18.48644148758389
26,서울,NNP,17.817322321083264
27,대표,NNG,17.676523830627023
28,분야,NNG,17.395574939779166
29,혁신,NNG,16.64596665874767
