,키워드,품사,textrank
0,대학,NNG,25.853922217419377
1,연구,NNG,20.212644118294143
2,산림,NNG,16.759399239910593
3,과학,NNG,16.18974746386657
4,이번,NNG,14.938393218363085
5,지역,NNG,12.363405706101762
6,협력,NNG,11.374360303000637
7,사업,NNG,11.196978856030556
8,환경,NNG,11.074954706815635
9,산업,NNG,10.888172807073584
10,교육,NNG,10.576175891928619
11,분야,NNG,9.519388091035813
12,기술,NNG,9.50000763887268
13,센터,NNG,9.210175820845928
14,교수,NNG,9.119211225787218
15,기관,NNG,8.774174365816778
16,지원,NNG,7.762826852707614
17,학생,NNG,7.614043801523065
18,개발,NNG,7.571336227767512
19,진행,NNG,6.857867601728986
20,학장,NNG,6.7699194221677095
21,강원도,NNP,6.758975834016817
22,동물,NNG,6.725693418598804
23,발전,NNG,6.6168878194100404
24,연구소,NNG,6.594857164893334
25,대학교,NNG,6.53617668762943
26,생명,NNG,6.201117083771343
27,한국,NNP,6.14166872213051
28,자원,NNG,6.115979898310312
29,개최,NNG,6.107655571140317
