,키워드,품사,textrank
0,대학,NNG,69.13601332481416
1,학생,NNG,54.87225828223785
2,한국,NNP,32.684309639416554
3,교육,NNG,30.69377581852632
4,교수,NNG,28.415923392738147
5,외대,NNG,28.357744254816588
6,진행,NNG,27.696615772046382
7,캠퍼스,NNG,24.218941599417867
8,이번,NNG,20.490859704267105
9,국제,NNG,20.32719308867863
10,글로벌,NNG,19.658934247217072
11,서울,NNP,18.79599607612041
12,지원,NNG,18.29442294395594
13,학교,NNG,17.857475554622177
14,회장,NNG,16.892715540277187
15,동문,NNG,16.585453330043453
16,총장,NNG,16.556025699247556
17,장학금,NNG,16.114464452732154
18,학과,NNG,15.197903219815684
19,행사,NNG,14.747856679483007
20,개최,NNG,14.49627524433367
21,사업,NNG,13.911097811409684
22,외국어,NNG,13.317958309162611
23,프로그램,NNG,13.075997668477841
24,처장,NNG,12.951473880816607
25,팀,NNG,12.844717525284052
26,상담,NNG,12.783585926613677
27,대회,NNG,12.624882996127
28,문화,NNG,12.617092128335344
29,참석,NNG,12.47341851684154
