,키워드,품사,textrank
0,경북,NNP,17.944801383955213
1,대학,NNG,9.859522203747694
2,독도,NNP,7.6893936803393625
3,연구,NNG,7.6222947946161925
4,교수,NNG,7.488717257792134
5,총장,NNG,5.4698805708052864
6,세계,NNG,4.461234040496999
7,이번,NNG,4.305685057960918
8,대학교,NNG,4.24092012858185
9,학술,NNG,4.238108963218496
10,전문,NNG,3.997125707756682
11,평가,NNG,3.9071962352726657
12,분야,NNG,3.7496883117031894
13,법학,NNG,3.731883416282468
14,행정,NNG,3.6392095213239317
15,학생,NNG,3.5841620439339548
16,대학원,NNG,3.4205667971101765
17,홍원화,NNP,3.2663621390007522
18,사회,NNG,3.1603088409219025
19,문화,NNG,3.073323940711927
20,올해,NNG,2.6985949431516096
21,대구,NNP,2.6902593566068167
22,발전,NNG,2.667765313810666
23,수상,NNG,2.598805436109123
24,진행,NNG,2.5938065158719312
25,활동,NNG,2.532979975926712
26,교육,NNG,2.52766474435751
27,우수,NNG,2.459674973707011
28,한국,NNP,2.4306283320372133
29,학번,NNG,2.398050504390077
