,키워드,품사,textrank
0,연구,NNG,34.647010900052415
1,교수,NNG,21.244027867720163
2,경북,NNP,15.335556715740385
3,기술,NNG,13.704996362522223
4,개발,NNG,12.550760666168195
5,이번,NNG,10.430665850196599
6,팀,NNG,9.72708986795224
7,논문,NNG,9.069127834048913
8,탄소,NNG,8.176207005692158
9,사업,NNG,7.554557227443296
10,대학,NNG,7.543165756228321
11,에너지,NNG,7.398708960732593
12,환경,NNG,7.274708452461198
13,발표,NNG,6.7995823470770125
14,소재,NNG,6.569487523600726
15,분야,NNG,6.534925071524011
16,과학,NNG,6.526633533986522
17,이용,NNG,6.3955450738591315
18,결과,NNG,6.163964955163033
19,과정,NNG,6.047148050336154
20,지원,NNG,6.027091375311925
21,국제,NNG,6.026575675225066
22,화학,NNG,5.948651809588151
23,학회,NNG,5.869494299758246
24,활용,NNG,5.73134739795138
25,산업,NNG,5.57222809905492
26,해양,NNG,5.5572427372849384
27,생산,NNG,5.449917136069634
28,효율,NNG,5.449508327294005
29,한국,NNP,5.439456342612896
