,키워드,품사,textrank
0,교수,NNG,112.76154936903441
1,연구,NNG,89.1707957948719
2,대학,NNG,80.25873085153704
3,교육,NNG,77.03874343674417
4,본교,NNG,46.87394859129542
5,학생,NNG,43.95002820804776
6,진행,NNG,40.5601789459839
7,전공,NNG,39.979992251899766
8,여성,NNG,38.39679558638894
9,과학,NNG,37.90922070066352
10,한국,NNP,36.33361817455308
11,사회,NNG,34.38908399182538
12,이화,NNG,32.06669598293227
13,지원,NNG,31.47380079729253
14,분야,NNG,29.335822232551234
15,프로그램,NNG,28.69219173827032
16,대학원,NNG,25.42286883067142
17,국제,NNG,24.937996458932652
18,사업,NNG,24.777433638688855
19,활동,NNG,24.66573924051654
20,개발,NNG,24.43331346413588
21,선정,NNG,23.502128775190208
22,이번,NNG,23.436949465049132
23,팀,NNG,22.89397304269986
24,참여,NNG,21.64431189208686
25,센터,NNG,21.343350996766063
26,우수,NNG,21.28041751039188
27,기술,NNG,20.890195561291772
28,공학,NNG,20.603069005962688
29,과정,NNG,20.170680974972583
