,키워드,품사,textrank
0,충북,NNP,54.36237433567792
1,교육,NNG,33.72114965859914
2,지역,NNG,32.54654641976013
3,지원,NNG,24.789163245983037
4,일보,NNG,21.970682622618845
5,학교,NNG,21.710068933347078
6,운영,NNG,16.68425531759217
7,학생,NNG,16.457619995003775
8,사업,NNG,15.751322216026493
9,이번,NNG,15.136543488380719
10,말,NNG,14.625978211924338
11,진행,NNG,13.863131155922138
12,센터,NNG,13.581145252671444
13,대상,NNG,13.51963303004159
14,복지,NNG,12.920478334992612
15,활동,NNG,12.874575757565314
16,사회,NNG,12.824047232165013
17,코로나,NNP,12.371787679166328
18,청주,NNP,11.790298379876246
19,군,NNG,11.4516761268971
20,건강,NNG,11.373658654240112
21,프로그램,NNG,10.281592477916861
22,문화,NNG,10.265806082956868
23,대학,NNG,10.237702998218865
24,대회,NNG,10.120302931779467
25,기자,NNG,10.018120937419353
26,전국,NNG,9.595103190149896
27,청소년,NNG,9.46492734657225
28,참여,NNG,9.437638854876798
29,충주,NNP,9.206409575324018
