,키워드,품사,textrank
0,제주,NNP,89.05027849036843
1,교육,NNG,54.52161448399883
2,대학,NNG,45.974231237223286
3,연구,NNG,35.638617149891665
4,지역,NNG,35.0235270797924
5,센터,NNG,27.949555579620725
6,지원,NNG,27.860041276760807
7,교수,NNG,26.924442816553263
8,사업,NNG,25.67494343255466
9,대학교,NNG,24.891396085927656
10,학생,NNG,23.958688381031692
11,산업,NNG,22.327729439582225
12,이번,NNG,21.784667725349347
13,주대,NNG,20.23320607853206
14,프로그램,NNG,19.973084373566156
15,기술,NNG,19.244498044888623
16,협력,NNG,18.712617589001024
17,진행,NNG,18.459769162475197
18,참여,NNG,17.76540476344737
19,개발,NNG,17.307949345340315
20,기업,NNG,16.95910113838568
21,지식,NNG,16.84878563428115
22,운영,NNG,16.808961183278125
23,양성,NNG,16.65057265265715
24,분야,NNG,15.762899657721423
25,재산,NNG,15.23668444341746
26,사업단,NNG,15.075318165814151
27,취업,NNG,14.933289055299946
28,팀,NNG,14.858661385766906
29,사회,NNG,13.66400155869306
